epoch,accuracy,learning_rate,loss,mae,mse,val_accuracy,val_loss,val_mae,val_mse
13,0.9698067307472229,0.004999999888241291,0.0014719958417117596,0.030185168609023094,0.0014719958417117596,0.9756712317466736,0.0009686121484264731,0.02432788349688053,0.0009686121484264731
14,0.9693095088005066,0.004999999888241291,0.001524804043583572,0.030625609681010246,0.001524804043583572,0.982120156288147,0.0005154915270395577,0.017883965745568275,0.0005154915270395577
15,0.9712603092193604,0.004999999888241291,0.0013320480939000845,0.028714722022414207,0.0013320480939000845,0.9808900356292725,0.0005680440226569772,0.019106490537524223,0.0005680440226569772
16,0.9688276648521423,0.004999999888241291,0.0015966829378157854,0.031189370900392532,0.0015966829378157854,0.9799866080284119,0.0007457010797224939,0.020000889897346497,0.0007457010797224939
17,0.9722526669502258,0.004999999888241291,0.0012289677979424596,0.027635805308818817,0.0012289677979424596,0.9863730669021606,0.00032065881532616913,0.013632378540933132,0.00032065881532616913
18,0.9724478125572205,0.004999999888241291,0.0012344231363385916,0.027530580759048462,0.0012344231363385916,0.9880944490432739,0.00021953266696073115,0.011903551407158375,0.00021953266696073115
19,0.9722254276275635,0.004999999888241291,0.001215495984070003,0.027643708512187004,0.001215495984070003,0.9882833957672119,0.00023792879073880613,0.011711717583239079,0.00023792879073880613
20,0.9747065305709839,0.004999999888241291,0.0010150023736059666,0.025208568200469017,0.0010150023736059666,0.9875736236572266,0.00023918779334053397,0.012426272965967655,0.00023918779334053397
21,0.9735331535339355,0.004999999888241291,0.0010864228243008256,0.026401618495583534,0.0010864228243008256,0.9882757067680359,0.00022352358791977167,0.011719013564288616,0.00022352358791977167
22,0.974435031414032,0.004999999888241291,0.001036984147503972,0.025417974218726158,0.001036984147503972,0.9890206456184387,0.00019443404744379222,0.010979972779750824,0.00019443404744379222
23,0.972935140132904,0.004999999888241291,0.0011938161915168166,0.027109351009130478,0.0011938161915168166,0.9901954531669617,0.0001620076218387112,0.009808987379074097,0.0001620076218387112
24,0.9748965501785278,0.004999999888241291,0.0009978333255276084,0.025017844513058662,0.0009978333255276084,0.9856826663017273,0.00030673775472678244,0.014322761446237564,0.00030673775472678244
25,0.9734785556793213,0.004999999888241291,0.0011536295060068369,0.026537779718637466,0.0011536295060068369,0.978486955165863,0.0006142558413557708,0.021512534469366074,0.0006142558413557708
26,0.9741432070732117,0.004999999888241291,0.0010742233134806156,0.025835495442152023,0.0010742233134806156,0.9892897009849548,0.00018711081065703183,0.010715095326304436,0.00018711081065703183
27,0.9749361276626587,0.004999999888241291,0.0010156892240047455,0.024972770363092422,0.0010156892240047455,0.9847453832626343,0.00035937948268838227,0.015261266380548477,0.00035937948268838227
28,0.9747464656829834,0.004999999888241291,0.001021909061819315,0.025135604664683342,0.001021909061819315,0.9867388010025024,0.0002492126077413559,0.013262222521007061,0.0002492126077413559
29,0.9755473136901855,0.004999999888241291,0.0009721492533572018,0.024199018254876137,0.0009721492533572018,0.991877019405365,0.00010987353743985295,0.008123017847537994,0.00010987353743985295
30,0.9757713675498962,0.004999999888241291,0.0009449832141399384,0.023989517241716385,0.0009449832141399384,0.9890374541282654,0.00018121926405001432,0.010962910018861294,0.00018121926405001432
31,0.9753936529159546,0.004999999888241291,0.000969019194599241,0.024425804615020752,0.000969019194599241,0.988327145576477,0.0002068596804747358,0.011673328466713428,0.0002068596804747358
32,0.9744564890861511,0.004999999888241291,0.0010294626699760556,0.025123614817857742,0.0010294626699760556,0.9907607436180115,0.00013205989671405405,0.009241743944585323,0.00013205989671405405
33,0.9760822057723999,0.004999999888241291,0.0009462968446314335,0.02391410619020462,0.0009462968446314335,0.9857902526855469,0.00030824297573417425,0.014209271408617496,0.00030824297573417425
34,0.9749476909637451,0.004999999888241291,0.0009665341349318624,0.025042958557605743,0.0009665341349318624,0.9882221817970276,0.00021618018217850477,0.011775098741054535,0.00021618018217850477
35,0.9757958650588989,0.004999999888241291,0.0009584281360730529,0.024167897179722786,0.0009584281360730529,0.9891221523284912,0.0001889859267976135,0.010877488180994987,0.0001889859267976135
36,0.9744296073913574,0.004999999888241291,0.0011134721571579576,0.02550947293639183,0.0011134721571579576,0.985355794429779,0.0003001032746396959,0.014647213742136955,0.0003001032746396959
37,0.9770010113716125,0.004999999888241291,0.000881641055457294,0.023020491003990173,0.000881641055457294,0.9856469631195068,0.00030491824145428836,0.014353618957102299,0.00030491824145428836
38,0.9774646759033203,0.004999999888241291,0.0008264686330221593,0.022478491067886353,0.0008264686330221593,0.9906105995178223,0.0001384376228088513,0.009390071034431458,0.0001384376228088513
39,0.9784868955612183,0.004999999888241291,0.0007796904537826777,0.021531544625759125,0.0007796904537826777,0.989664614200592,0.00016232368943747133,0.010337763465940952,0.00016232368943747133
40,0.9800934791564941,0.0024999999441206455,0.0006288773729465902,0.01974552311003208,0.0006288773729465902,0.9911758899688721,0.00011887327127624303,0.008818095549941063,0.00011887327127624303
41,0.9821043610572815,0.0024999999441206455,0.0005303783109411597,0.017915962263941765,0.0005303783109411597,0.990036129951477,0.0001609013124834746,0.009962456300854683,0.0001609013124834746
42,0.9812152981758118,0.0024999999441206455,0.0005708111566491425,0.018631111830472946,0.0005708111566491425,0.991138219833374,0.00012304788106121123,0.008860185742378235,0.00012304788106121123
43,0.9832320809364319,0.0024999999441206455,0.0004661073035094887,0.01662314683198929,0.0004661073035094887,0.9905608296394348,0.0001451903226552531,0.009439763613045216,0.0001451903226552531
44,0.9836111068725586,0.0024999999441206455,0.00045831603347323835,0.016333557665348053,0.00045831603347323835,0.9924407005310059,9.096758731175214e-05,0.007559546269476414,9.096758731175214e-05
45,0.9827443957328796,0.0024999999441206455,0.0004814182175323367,0.017246177420020103,0.0004814182175323367,0.9928587079048157,9.300171950599179e-05,0.0071389577351510525,9.300171950599179e-05
46,0.9824012517929077,0.0024999999441206455,0.0005272396374493837,0.0174371637403965,0.0005272396374493837,0.9906085133552551,0.00016790878726169467,0.00939326174557209,0.00016790878726169467
47,0.9842873215675354,0.0024999999441206455,0.0004033217846881598,0.015718095004558563,0.0004033217846881598,0.993104875087738,7.532441668445244e-05,0.006892671342939138,7.532441668445244e-05
48,0.9844595193862915,0.0024999999441206455,0.00040147642721422017,0.015206100419163704,0.00040147642721422017,0.9931226968765259,8.656157297082245e-05,0.006875918246805668,8.656157297082245e-05
49,0.9835196733474731,0.0024999999441206455,0.00045938510447740555,0.016419213265180588,0.00045938510447740555,0.9894031882286072,0.00016003545897547156,0.010595960542559624,0.00016003545897547156
50,0.9838182330131531,0.0024999999441206455,0.00041819876059889793,0.015982627868652344,0.00041819876059889793,0.99129718542099,0.0001157989026978612,0.00870379526168108,0.0001157989026978612
51,0.9841398000717163,0.0024999999441206455,0.0004155136120971292,0.01583416387438774,0.0004155136120971292,0.9937177300453186,6.48822751827538e-05,0.00628357520326972,6.48822751827538e-05
52,0.9841230511665344,0.0024999999441206455,0.00041855964809656143,0.015826638787984848,0.00041855964809656143,0.987669825553894,0.00022439935128204525,0.012328092008829117,0.00022439935128204525
53,0.9855819344520569,0.0024999999441206455,0.00035182404099032283,0.014436788856983185,0.00035182404099032283,0.9908314943313599,0.00012603159120772034,0.009169497527182102,0.00012603159120772034
54,0.9848343133926392,0.0024999999441206455,0.00039440090768039227,0.015109025873243809,0.00039440090768039227,0.9902912378311157,0.00013758197019342333,0.009709805250167847,0.00013758197019342333
55,0.9845263361930847,0.0024999999441206455,0.00040767446625977755,0.01533383596688509,0.00040767446625977755,0.9927563667297363,8.36314502521418e-05,0.007245673332363367,8.36314502521418e-05
56,0.9844232797622681,0.0024999999441206455,0.000395546288928017,0.015541210770606995,0.000395546288928017,0.9943774938583374,5.211223106016405e-05,0.005622833035886288,5.211223106016405e-05
57,0.9847034215927124,0.0024999999441206455,0.0004152418696321547,0.01519093755632639,0.0004152418696321547,0.9928273558616638,0.0001056590408552438,0.007174153812229633,0.0001056590408552438
58,0.985190212726593,0.0024999999441206455,0.00036811563768424094,0.01464706938713789,0.00036811563768424094,0.9899486303329468,0.00015314844495151192,0.01005189586430788,0.00015314844495151192
59,0.9840211868286133,0.0024999999441206455,0.0004166881844867021,0.015943538397550583,0.0004166881844867021,0.9899038076400757,0.0001551656168885529,0.010098890401422977,0.0001551656168885529
60,0.9863874912261963,0.0024999999441206455,0.00030071649234741926,0.013583960942924023,0.00030071649234741926,0.9935782551765442,6.500451127067208e-05,0.006420816760510206,6.500451127067208e-05
61,0.9869296550750732,0.0024999999441206455,0.00028766843024641275,0.013010679744184017,0.00028766843024641275,0.9931076765060425,8.067469752859324e-05,0.006891889031976461,8.067469752859324e-05
62,0.9852452874183655,0.0024999999441206455,0.0003805820597335696,0.014730031602084637,0.0003805820597335696,0.9893078804016113,0.0001802176411729306,0.010693326592445374,0.0001802176411729306
63,0.9864909052848816,0.0024999999441206455,0.0003032699169125408,0.013419907540082932,0.0003032699169125408,0.9934878349304199,8.195532427635044e-05,0.006514021661132574,8.195532427635044e-05
64,0.9856826066970825,0.0024999999441206455,0.0003653086896520108,0.014281844720244408,0.0003653086896520108,0.9940413236618042,6.45597028778866e-05,0.005960298702120781,6.45597028778866e-05
65,0.9860527515411377,0.0024999999441206455,0.0003359512775205076,0.013804605230689049,0.0003359512775205076,0.9864378571510315,0.0002768146514426917,0.01355814840644598,0.0002768146514426917
66,0.9873415231704712,0.0024999999441206455,0.00028349066269584,0.012639121152460575,0.00028349066269584,0.9949234127998352,4.9391263019060716e-05,0.005077873356640339,4.9391263019060716e-05
67,0.9867464303970337,0.0024999999441206455,0.00029875137261115015,0.013264400884509087,0.00029875137261115015,0.9919911623001099,0.00011582021397771314,0.008006303571164608,0.00011582021397771314
68,0.9848224520683289,0.0024999999441206455,0.00038413418224081397,0.015067093074321747,0.00038413418224081397,0.9905670285224915,0.00012656238686759025,0.009435523301362991,0.00012656238686759025
69,0.9873579144477844,0.0024999999441206455,0.0002647316432558,0.012595528736710548,0.0002647316432558,0.9892488121986389,0.00015860389976296574,0.010752614587545395,0.00015860389976296574
70,0.9871626496315002,0.0024999999441206455,0.0002951005008071661,0.012716161087155342,0.0002951005008071661,0.9910999536514282,0.0001516109041403979,0.008899812586605549,0.0001516109041403979
71,0.9857611060142517,0.0024999999441206455,0.00035849999403581023,0.014204042963683605,0.00035849999403581023,0.9903996586799622,0.0002388131251791492,0.009603268466889858,0.0002388131251791492
72,0.9864324331283569,0.0024999999441206455,0.00032271031523123384,0.013503169640898705,0.00032271031523123384,0.9892529249191284,0.00017940436373464763,0.010750737972557545,0.00017940436373464763
73,0.9882199764251709,0.0024999999441206455,0.00024021865101531148,0.01176835410296917,0.00024021865101531148,0.9943046569824219,5.050964682595804e-05,0.0056948852725327015,5.050964682595804e-05
74,0.9889988303184509,0.0024999999441206455,0.00021177598682697862,0.010964477434754372,0.00021177598682697862,0.995076060295105,4.332501703174785e-05,0.004926471505314112,4.332501703174785e-05
75,0.9880585670471191,0.0024999999441206455,0.00024521429440937936,0.011912980116903782,0.00024521429440937936,0.9942523837089539,5.6141350796679035e-05,0.005747087299823761,5.6141350796679035e-05
76,0.9896263480186462,0.0024999999441206455,0.00019696075469255447,0.010373217053711414,0.00019696075469255447,0.9945241212844849,4.797918154508807e-05,0.00547332689166069,4.797918154508807e-05
77,0.9883736371994019,0.0024999999441206455,0.00025038098101504147,0.011609840206801891,0.00025038098101504147,0.9900216460227966,0.00022863128106109798,0.009979798458516598,0.00022863128106109798
78,0.9891459345817566,0.0024999999441206455,0.0002041134866885841,0.010839689522981644,0.0002041134866885841,0.9940071702003479,5.897212395211682e-05,0.005992994178086519,5.897212395211682e-05
79,0.9889264106750488,0.0024999999441206455,0.00022414959676098078,0.01104456465691328,0.00022414959676098078,0.9948459267616272,5.1698025345103815e-05,0.005155548918992281,5.1698025345103815e-05
80,0.989521861076355,0.0024999999441206455,0.00021129426022525877,0.010464170947670937,0.00021129426022525877,0.9910274744033813,0.00011819098290288821,0.008970658294856548,0.00011819098290288821
81,0.9898581504821777,0.0024999999441206455,0.0001841308403527364,0.010095158591866493,0.0001841308403527364,0.9943374395370483,5.12272963533178e-05,0.005659215617924929,5.12272963533178e-05
82,0.9900982975959778,0.0024999999441206455,0.00017249178199563175,0.00984287541359663,0.00017249178199563175,0.9934407472610474,7.988566358108073e-05,0.0065599665977060795,7.988566358108073e-05
83,0.9899047017097473,0.0024999999441206455,0.00018243753584101796,0.010102772153913975,0.00018243753584101796,0.9929325580596924,8.92386378836818e-05,0.007067644502967596,8.92386378836818e-05
84,0.9898314476013184,0.0024999999441206455,0.00018162187188863754,0.010161410085856915,0.00018162187188863754,0.9890663623809814,0.00017346774984616786,0.010936548933386803,0.00017346774984616786
85,0.9916899800300598,0.0012499999720603228,0.00012284152035135776,0.008308795280754566,0.00012284152035135776,0.9952808618545532,4.079545760760084e-05,0.00471915677189827,4.079545760760084e-05
86,0.9923681020736694,0.0012499999720603228,0.00010508304694667459,0.007517045363783836,0.00010508304694667459,0.9943175911903381,6.337616650853306e-05,0.005684071686118841,6.337616650853306e-05
87,0.991599440574646,0.0012499999720603228,0.00013843938359059393,0.008268647827208042,0.00013843938359059393,0.9936660528182983,7.165554416133091e-05,0.00633354252204299,7.165554416133091e-05
88,0.9926633834838867,0.0012499999720603228,9.42125916481018e-05,0.007315640337765217,9.42125916481018e-05,0.994689404964447,4.573649857775308e-05,0.005312498193234205,4.573649857775308e-05
89,0.9933751821517944,0.0012499999720603228,7.918375922599807e-05,0.0066071306355297565,7.918375922599807e-05,0.9953604936599731,3.844556340482086e-05,0.004639453254640102,3.844556340482086e-05
90,0.9924834966659546,0.0012499999720603228,9.77902309386991e-05,0.007492666132748127,9.77902309386991e-05,0.9941827058792114,5.5977332522161305e-05,0.00581984082236886,5.5977332522161305e-05
91,0.9931619763374329,0.0012499999720603228,7.993408507900313e-05,0.00674061244353652,7.993408507900313e-05,0.994391143321991,5.703756323782727e-05,0.00561132887378335,5.703756323782727e-05
92,0.9929237961769104,0.0012499999720603228,8.935689402278513e-05,0.007084866054356098,8.935689402278513e-05,0.9948292374610901,4.138390431762673e-05,0.005172213073819876,4.138390431762673e-05
93,0.9927657842636108,0.0012499999720603228,9.90347980405204e-05,0.007235261611640453,9.90347980405204e-05,0.9941312670707703,5.396331471274607e-05,0.005866297520697117,5.396331471274607e-05
94,0.99253910779953,0.0012499999720603228,0.00010736178228398785,0.00745180482044816,0.00010736178228398785,0.9962410926818848,2.225860589533113e-05,0.0037602928932756186,2.225860589533113e-05
95,0.9935091137886047,0.0012499999720603228,7.762677705613896e-05,0.006502144038677216,7.762677705613896e-05,0.9952579140663147,3.3429958421038464e-05,0.004741755314171314,3.3429958421038464e-05
96,0.9930412769317627,0.0012499999720603228,9.272013267036527e-05,0.00688747176900506,9.272013267036527e-05,0.9941524267196655,5.994305683998391e-05,0.005847638007253408,5.994305683998391e-05
97,0.9931684732437134,0.0012499999720603228,7.984274270711467e-05,0.006811835803091526,7.984274270711467e-05,0.9956729412078857,3.9892373024486005e-05,0.004321068990975618,3.9892373024486005e-05
98,0.9929873943328857,0.0012499999720603228,9.301232057623565e-05,0.007010011933743954,9.301232057623565e-05,0.9957606196403503,2.9999007892911322e-05,0.004239516798406839,2.9999007892911322e-05
99,0.9935475587844849,0.0012499999720603228,7.023453508736566e-05,0.006446108687669039,7.023453508736566e-05,0.9948406219482422,3.880249278154224e-05,0.005159755703061819,3.880249278154224e-05
100,0.9929311871528625,0.0012499999720603228,8.909923781175166e-05,0.007008624728769064,8.909923781175166e-05,0.9945282936096191,4.698985139839351e-05,0.005470739211887121,4.698985139839351e-05
101,0.9926099181175232,0.0012499999720603228,9.00315644685179e-05,0.007277832832187414,9.00315644685179e-05,0.9921100735664368,0.00012604595394805074,0.00788801722228527,0.00012604595394805074
102,0.9920065999031067,0.0012499999720603228,0.0001218230536323972,0.007933830842375755,0.0001218230536323972,0.9922270178794861,9.267155837733299e-05,0.007773153483867645,9.267155837733299e-05
103,0.9926371574401855,0.0012499999720603228,9.960140596376732e-05,0.007360540796071291,9.960140596376732e-05,0.9937801957130432,6.178839976200834e-05,0.006220010109245777,6.178839976200834e-05
104,0.9936762452125549,0.0012499999720603228,7.279814599314705e-05,0.006309373304247856,7.279814599314705e-05,0.9965689778327942,2.6471956516616046e-05,0.003430707147344947,2.6471956516616046e-05
105,0.9929175972938538,0.0012499999720603228,8.843085379339755e-05,0.00701976427808404,8.843085379339755e-05,0.9909093976020813,0.00012017554399790242,0.009092846885323524,0.00012017554399790242
106,0.9922863245010376,0.0012499999720603228,0.0001035718887578696,0.007697909604758024,0.0001035718887578696,0.9958204030990601,2.9017392080277205e-05,0.004179355222731829,2.9017392080277205e-05
107,0.9938132166862488,0.0012499999720603228,6.501292955363169e-05,0.0061577544547617435,6.501292955363169e-05,0.9967047572135925,1.8967239157063887e-05,0.003294482361525297,1.8967239157063887e-05
108,0.9942426085472107,0.0012499999720603228,5.4697637096978724e-05,0.0057251350954174995,5.4697637096978724e-05,0.9953847527503967,4.5670458348467946e-05,0.004613905213773251,4.5670458348467946e-05
109,0.99403315782547,0.0012499999720603228,6.156952440505847e-05,0.005952650681138039,6.156952440505847e-05,0.995693564414978,3.333713539177552e-05,0.00430557643994689,3.333713539177552e-05
110,0.9938101172447205,0.0012499999720603228,6.605756789213046e-05,0.0061723715625703335,6.605756789213046e-05,0.9942008852958679,4.9455848056823015e-05,0.005794907454401255,4.9455848056823015e-05
111,0.994064211845398,0.0012499999720603228,5.897276059840806e-05,0.005924438592046499,5.897276059840806e-05,0.9943756461143494,4.945340697304346e-05,0.005622711963951588,4.945340697304346e-05
112,0.9940706491470337,0.0012499999720603228,5.925756704527885e-05,0.00593579700216651,5.925756704527885e-05,0.9938966631889343,5.228316877037287e-05,0.0061028036288917065,5.228316877037287e-05
113,0.9943554997444153,0.0012499999720603228,5.555372263188474e-05,0.005635646637529135,5.555372263188474e-05,0.994697093963623,4.148895459366031e-05,0.00530224246904254,4.148895459366031e-05
114,0.99378502368927,0.0012499999720603228,6.832454528193921e-05,0.0061781820841133595,6.832454528193921e-05,0.9944835901260376,5.1387465646257624e-05,0.005518659949302673,5.1387465646257624e-05
115,0.9942497611045837,0.0012499999720603228,5.646761928801425e-05,0.0057497224770486355,5.646761928801425e-05,0.9953418970108032,4.008445466752164e-05,0.004658711142838001,4.008445466752164e-05
116,0.9939172267913818,0.0012499999720603228,7.618613744853064e-05,0.005943410098552704,7.618613744853064e-05,0.990520715713501,0.00014771497808396816,0.00948092807084322,0.00014771497808396816
117,0.9923399686813354,0.0012499999720603228,0.00011136247485410422,0.007648244965821505,0.00011136247485410422,0.9967536330223083,1.8519629520596936e-05,0.003246702253818512,1.8519629520596936e-05
118,0.9944877624511719,0.0006249999860301614,5.51503399037756e-05,0.00550799909979105,5.51503399037756e-05,0.9957119822502136,2.9689836082980037e-05,0.004288136027753353,2.9689836082980037e-05
119,0.9950540661811829,0.0006249999860301614,4.553461621981114e-05,0.004862380214035511,4.553461621981114e-05,0.9953926801681519,3.8074365875218064e-05,0.0046071759425103664,3.8074365875218064e-05
120,0.994403600692749,0.0006249999860301614,5.942788266111165e-05,0.005455495323985815,5.942788266111165e-05,0.99612957239151,2.4281509467982687e-05,0.0038714390248060226,2.4281509467982687e-05
121,0.9942278861999512,0.0006249999860301614,5.954187872703187e-05,0.005758997984230518,5.954187872703187e-05,0.9971495866775513,1.2961879292561207e-05,0.00285114673897624,1.2961879292561207e-05
122,0.9952226281166077,0.0006249999860301614,4.053409065818414e-05,0.004759077914059162,4.053409065818414e-05,0.995688259601593,2.6322433768655173e-05,0.0043118298053741455,2.6322433768655173e-05
123,0.9950196146965027,0.0006249999860301614,4.2767744162119925e-05,0.004825427196919918,4.2767744162119925e-05,0.9956005215644836,2.823460818035528e-05,0.0043973238207399845,2.823460818035528e-05
124,0.9951525330543518,0.0006249999860301614,4.119821824133396e-05,0.004811233840882778,4.119821824133396e-05,0.9951803684234619,4.055295721627772e-05,0.004822826944291592,4.055295721627772e-05
125,0.9954622387886047,0.0006249999860301614,3.612822183640674e-05,0.004518912639468908,3.612822183640674e-05,0.9951509237289429,3.365693555679172e-05,0.004847176838666201,3.365693555679172e-05
126,0.9956473708152771,0.0006249999860301614,3.2393723813584074e-05,0.004346816334873438,3.2393723813584074e-05,0.9950854778289795,3.847375410259701e-05,0.004916500300168991,3.847375410259701e-05
127,0.9957149028778076,0.0006249999860301614,3.142544301226735e-05,0.00423194095492363,3.142544301226735e-05,0.9958869814872742,3.229735739296302e-05,0.004110836423933506,3.229735739296302e-05
128,0.9953022003173828,0.0006249999860301614,3.751824260689318e-05,0.004672192968428135,3.751824260689318e-05,0.9967781901359558,1.719983083603438e-05,0.0032225202303379774,1.719983083603438e-05
129,0.9947890639305115,0.0006249999860301614,5.2242015954107046e-05,0.005152094177901745,5.2242015954107046e-05,0.9947770833969116,5.0871643907157704e-05,0.005220771301537752,5.0871643907157704e-05
130,0.9951468706130981,0.0006249999860301614,4.3151256249984726e-05,0.00485511589795351,4.3151256249984726e-05,0.9953665733337402,3.2177344110095873e-05,0.004635225050151348,3.2177344110095873e-05
131,0.9949841499328613,0.0006249999860301614,4.4122683902969584e-05,0.004896065685898066,4.4122683902969584e-05,0.9957101345062256,2.5847068172879517e-05,0.004290668293833733,2.5847068172879517e-05
132,0.995426595211029,0.0003124999930150807,4.42695600213483e-05,0.00455766636878252,4.42695600213483e-05,0.996334969997406,2.42169298871886e-05,0.0036632323171943426,2.42169298871886e-05
133,0.9956580996513367,0.0003124999930150807,3.487108915578574e-05,0.004271772224456072,3.487108915578574e-05,0.9950379729270935,3.7363326555350795e-05,0.004960556980222464,3.7363326555350795e-05
134,0.9961796402931213,0.0003124999930150807,2.4691444195923395e-05,0.003821355989202857,2.4691444195923395e-05,0.9971150755882263,1.3971629414299969e-05,0.0028871679678559303,1.3971629414299969e-05
135,0.9961665868759155,0.0003124999930150807,2.6222098313155584e-05,0.003817218355834484,2.6222098313155584e-05,0.9968165755271912,1.7292746633756906e-05,0.0031839192379266024,1.7292746633756906e-05
136,0.9962302446365356,0.0003124999930150807,2.4726814444875345e-05,0.0037568053230643272,2.4726814444875345e-05,0.9965311884880066,2.001361281145364e-05,0.003468229668214917,2.001361281145364e-05
137,0.9962136149406433,0.0003124999930150807,2.492677595000714e-05,0.0037730142939835787,2.492677595000714e-05,0.9974130988121033,1.3006009794480633e-05,0.002586952643468976,1.3006009794480633e-05
138,0.9960376620292664,0.0003124999930150807,2.963767110486515e-05,0.0039380923844873905,2.963767110486515e-05,0.9955551028251648,3.6733992601512e-05,0.004448333289474249,3.6733992601512e-05
139,0.9962606430053711,0.0003124999930150807,2.4188795578083955e-05,0.003741538617759943,2.4188795578083955e-05,0.9965313076972961,2.0420771761564538e-05,0.0034679165109992027,2.0420771761564538e-05
140,0.9962591528892517,0.0003124999930150807,2.434683483443223e-05,0.003697466803714633,2.434683483443223e-05,0.9969266057014465,1.4573110092896968e-05,0.0030726841650903225,1.4573110092896968e-05
141,0.9963013529777527,0.0003124999930150807,2.4881712306523696e-05,0.003679733257740736,2.4881712306523696e-05,0.9955083131790161,3.294676571385935e-05,0.0044930484145879745,3.294676571385935e-05
142,0.9961445927619934,0.0003124999930150807,2.5679195459815674e-05,0.0038394315633922815,2.5679195459815674e-05,0.9972797632217407,1.2119317943870556e-05,0.002720791148021817,1.2119317943870556e-05
143,0.9964595437049866,0.0003124999930150807,2.1599631509161554e-05,0.003525332547724247,2.1599631509161554e-05,0.997390866279602,1.1168018318130635e-05,0.0026090163737535477,1.1168018318130635e-05
144,0.9966088533401489,0.0003124999930150807,2.0018725990667008e-05,0.003378218039870262,2.0018725990667008e-05,0.9965757131576538,1.8987091607414186e-05,0.0034228330478072166,1.8987091607414186e-05
145,0.9962010979652405,0.0003124999930150807,2.9354032449191436e-05,0.0037604509852826595,2.9354032449191436e-05,0.9956621527671814,3.094734711339697e-05,0.004336881916970015,3.094734711339697e-05
146,0.9964616298675537,0.0003124999930150807,2.1813051716890186e-05,0.0035063305404037237,2.1813051716890186e-05,0.9957931041717529,2.539937850087881e-05,0.004207641817629337,2.539937850087881e-05
147,0.9963902831077576,0.0003124999930150807,2.2671505575999618e-05,0.0036039361730217934,2.2671505575999618e-05,0.9961780309677124,2.563094676588662e-05,0.00382260256446898,2.563094676588662e-05
148,0.9964937567710876,0.00015624999650754035,2.2570444343728013e-05,0.003493738127872348,2.2570444343728013e-05,0.9963555932044983,1.9258905012975447e-05,0.0036440384574234486,1.9258905012975447e-05
149,0.9965375065803528,0.00015624999650754035,2.2777294361731037e-05,0.0033523221500217915,2.2777294361731037e-05,0.9965939521789551,1.829904067562893e-05,0.0034068080130964518,1.829904067562893e-05
150,0.9966059327125549,0.00015624999650754035,2.068932917609345e-05,0.0033837659284472466,2.068932917609345e-05,0.9965120553970337,1.9376337149878964e-05,0.003486933885142207,1.9376337149878964e-05
151,0.9962300062179565,0.00015624999650754035,4.322632958064787e-05,0.0037631101440638304,4.322632958064787e-05,0.9966771602630615,1.7972519344766624e-05,0.0033193237613886595,1.7972519344766624e-05
152,0.9965117573738098,0.00015624999650754035,2.916086850746069e-05,0.0034772802609950304,2.916086850746069e-05,0.9976772665977478,9.872193913906813e-06,0.002323284512385726,9.872193913906813e-06
153,0.9965308904647827,0.00015624999650754035,2.2832597096567042e-05,0.003393599297851324,2.2832597096567042e-05,0.9972941279411316,1.2273912034288514e-05,0.0027061845175921917,1.2273912034288514e-05
